Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
14;1002054;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;174;57;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002074;2НДФЛ;Ремонт;0;0.24;мужской;0;0;высшее;специалист;>250;0;229;36;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002094;Поступление зарплаты на счет;Ремонт;1;0.3;женский;0;0;высшее;специалист;>250;0;23;42;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002114;Поступление зарплаты на счет;Лечение;1;0.4;женский;1;0;среднее-специальное;менеджер среднего звена;>250;0;116;37;Другое;ООО;женат / замужем;2;2;2;0;0;0.197309417;0;2;2;2;0.3846153846;5;8;179;13;4;3;1;96;1;1;0;0;0;0;0
14;1002134;Форма банка (без печати работодателя);Покупка земли;0;0.19;мужской;3;0;высшее;менеджер высшего звена;< 50;0;24;38;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002154;2НДФЛ;Ремонт;1;0.22;мужской;0;0;высшее;рабочий;>250;3;85;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002174;Поступление зарплаты на счет;Ремонт;1;0.47;женский;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;7;23;Торговля;ООО;женат / замужем;3;3;3;3;3;0.2857142857;0;0;0;0;0;0;3;25;3;0;0;14;40;1;1;0;0;0;0;0
14;1002194;Поступление зарплаты на счет;Покупка автомобиля;0;0.52;мужской;0;0;среднее;рабочий;>250;1;47;26;Другое;ОАО;холост / не замужем;1;1;1;1;0;0;0;0;0;0;0.5;2;2;76;4;1;0;10;43;0;0;0;0;0;0;0
14;1002214;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002234;Поступление зарплаты на счет;Ремонт;0;0.17;мужской;1;0;высшее;менеджер среднего звена;>250;1;167;38;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0469798658;1;1;0;0;0.1666666667;1;5;142;6;1;4;4;98;1;0;0;0;0;0;0
14;1002254;2НДФЛ;Покупка недвижимости/ строительство;0;0.55;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;3;222;41;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002274;Поступление зарплаты на счет;Ремонт;1;0.09;мужской;0;0;высшее;менеджер высшего звена;>250;0;71;53;Другое;ООО;женат / замужем;0;0;0;0;0;0.0375;1;0;0;0;0;0;2;77;2;0;0;67;72;1;0;0;0;0;0;0
14;1002294;2НДФЛ;Ремонт;1;0.41;мужской;0;0;высшее;вспомогательный персонал;>250;1;65;25;Другое;ОАО;холост / не замужем;1;1;1;0;0;0;0;1;0;0;0.5;3;3;34;6;1;0;4;36;0;0;0;0;0;0;0
14;1002314;Поступление зарплаты на счет;Ремонт;1;0.51;женский;0;0;среднее-специальное;рабочий;>250;0;177;54;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002334;Поступление зарплаты на счет;Покупка автомобиля;0;0.49;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0;29;52;Другое;ООО;женат / замужем;2;2;2;2;2;0;0;0;0;0;0;0;3;4;3;0;0;31;89;0;0;0;0;0;0;0
14;1002354;2НДФЛ;Ремонт;0;0.43;женский;5;0;высшее;менеджер высшего звена;>250;0;29;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002374;2НДФЛ;Другое;1;0.51;женский;1;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002394;Поступление зарплаты на счет;Ремонт;0;0.21;мужской;1;0;второе высшее;менеджер среднего звена;>250;0;97;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002414;Поступление зарплаты на счет;Ремонт;1;0.19;женский;1;0;высшее;специалист;>250;1;31;31;Информационные технологии;ОАО;женат / замужем;0;0;0;0;0;0.0714285714;1;1;1;1;0.5;1;1;13;2;1;0;1;39;1;0;0;0;0;0;0
14;1002434;2НДФЛ;Покупка автомобиля;1;0.45;мужской;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002454;Поступление зарплаты на счет;Ремонт;0;0.2;женский;1;0;высшее;вспомогательный персонал;>250;0;34;27;Информационные технологии;ЗАО;гражданский брак;3;2;2;0;0;0.2432432432;0;1;1;1;0.4;2;3;28;5;1;0;1;34;1;0;0;0;0;0;0
14;1002474;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;0;0;высшее;менеджер среднего звена;>250;1;6;26;Торговля;ООО;гражданский брак;7;4;4;1;1;0.2262773723;0;0;0;0;0.5;3;3;106;6;0;0;6;82;1;1;1;0;0;0;0
14;1002494;Форма банка (без печати работодателя);Ремонт;0;0.26;мужской;2;0;высшее;менеджер среднего звена;>250;0;14;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002514;2НДФЛ;Ремонт;0;;мужской;0;0;второе высшее;другое;;1;24;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002534;Поступление зарплаты на счет;Ремонт;1;0.24;женский;0;0;высшее;специалист;>250;0;11;23;Торговля;ООО;холост / не замужем;2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1002554;Форма банка (без печати работодателя);Лечение;0;0.39;мужской;1;0;среднее-специальное;специалист;< 50;0;118;42;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002574;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее;рабочий;>250;1;6;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002594;Форма банка (без печати работодателя);Ремонт;1;0.19;мужской;2;0;высшее;вспомогательный персонал;>250;0;121;42;Другое;ОАО;повторный брак;0;0;0;0;0;0.023255814;0;0;0;0;0.2857142857;2;5;84;7;1;2;16;71;1;1;0;0;0;0;0
14;1002614;Поступление зарплаты на счет;Покупка автомобиля;1;0.44;мужской;0;0;высшее;рабочий;>250;0;19;51;Другое;ЗАО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1002634;2НДФЛ;Покупка автомобиля;0;0.44;мужской;0;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002654;Поступление зарплаты на счет;Ремонт;0;0.25;женский;0;0;высшее;специалист;>250;0;22;25;Другое;ООО;женат / замужем;4;0;0;0;0;0.1081081081;0;1;0;0;0.6666666667;2;1;33;3;2;1;5;19;1;0;0;0;0;0;0
14;1002674;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002694;Форма банка (без печати работодателя);Покупка автомобиля;1;0.18;мужской;0;0;среднее-специальное;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002714;Форма банка (без печати работодателя);Ремонт;1;0.26;мужской;2;0;высшее;менеджер среднего звена;>250;0;73;37;Сельское и лесное хозяйство;ЗАО;повторный брак;0;0;0;0;0;0;1;0;0;0;0;0;10;182;10;0;4;9;104;0;0;0;0;0;0;0
14;1002734;Форма банка (без печати работодателя);Ремонт;1;0.48;женский;2;0;среднее-специальное;вспомогательный персонал;< 50;0;13;41;Торговля;Иная форма;разведен / разведена;1;0;0;0;0;0;1;0;0;0;0.6;3;2;113;5;1;0;16;88;0;0;0;0;0;0;0
14;1002754;Поступление зарплаты на счет;Ремонт;0;0.38;женский;0;0;незаконченное высшее;торговый представитель;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002774;Свободная форма с печатью работодателя;Ремонт;0;0.48;мужской;0;0;высшее;специалист;>250;0;8;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002794;Поступление зарплаты на счет;Покупка автомобиля;1;0.41;мужской;0;0;среднее-специальное;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002814;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>250;0;72;41;Торговля;Иная форма;женат / замужем;2;2;1;1;1;0;0;0;0;0;0;0;1;14;1;0;0;83;83;0;0;0;0;0;0;0
14;1002834;2НДФЛ;Обучение;0;0.55;мужской;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002854;Поступление зарплаты на счет;Ремонт;1;0.29;женский;1;0;высшее;торговый представитель;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002874;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;0;0;высшее;менеджер среднего звена;< 50;0;9;26;Информационные технологии;ООО;холост / не замужем;10;6;6;3;3;0.0606060606;0;0;0;0;0.4;2;3;62;5;1;2;18;40;1;0;0;0;0;0;0
14;1002894;Форма банка (без печати работодателя);Ремонт;1;0.4;мужской;1;0;высшее;менеджер среднего звена;>250;0;198;45;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;0.4;2;3;124;5;1;1;9;118;0;0;0;0;0;0;0
14;1002914;Поступление зарплаты на счет;Другое;1;0.57;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;15;50;Другое;ЗАО;холост / не замужем;4;2;0;0;0;0;0;2;2;1;1;4;0;24;4;3;0;1;10;0;0;0;0;0;0;0
14;1002934;2НДФЛ;Обучение;1;0.42;женский;2;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002954;Поступление зарплаты на счет;Ремонт;0;0.42;мужской;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1002974;2НДФЛ;Покупка автомобиля;1;0.46;женский;1;0;среднее-специальное;рабочий;>250;0;26;44;Торговля;ОАО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
14;1002994;2НДФЛ;Ремонт;1;0.17;мужской;1;0;высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003014;Форма банка (без печати работодателя);Обучение;1;0.2;женский;2;0;высшее;специалист;>250;0;16;35;Информационные технологии;ООО;женат / замужем;1;1;1;1;0;0.0088105727;1;0;0;0;0.5555555556;5;4;225;9;2;0;6;70;1;0;0;0;0;0;0
14;1003034;2НДФЛ;Отпуск;1;0.49;женский;0;0;высшее;специалист;>250;0;24;26;Другое;ООО;холост / не замужем;0;0;0;0;0;0.0425531915;0;0;0;0;1;4;0;90;4;2;0;10;33;1;0;0;0;0;0;0
14;1003054;2НДФЛ;Ремонт;1;0.49;мужской;0;0;среднее-специальное;рабочий;>250;3;65;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003074;Поступление зарплаты на счет;Ремонт;0;0.53;мужской;0;0;высшее;специалист;>250;1;7;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003094;Поступление зарплаты на счет;Ремонт;1;0.29;женский;0;0;среднее-специальное;рабочий;>250;0;15;53;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.9333333333;0;0;0;0;0;0;1;1;1;0;0;18;18;1;1;1;1;1;1;1
14;1003114;Поступление зарплаты на счет;Ремонт;0;0.1;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003134;Поступление зарплаты на счет;Другое;1;0.49;женский;0;0;среднее-специальное;специалист;>250;0;26;29;Другое;ООО;холост / не замужем;5;5;5;0;0;0;0;1;1;1;1;2;0;8;2;1;0;0;6;0;0;0;0;0;0;0
14;1003154;Поступление зарплаты на счет;Ремонт;1;0.49;женский;2;0;высшее;специалист;>250;0;124;32;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003174;Поступление зарплаты на счет;Отпуск;0;0.29;женский;1;0;высшее;специалист;>250;1;43;28;Информационные технологии;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;2;23;2;0;0;37;49;0;0;0;0;0;0;0
14;1003194;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.3;мужской;2;0;высшее;специалист;>250;0;15;39;Другое;ООО;женат / замужем;2;2;2;0;0;0.0134228188;0;0;0;0;0.4285714286;3;4;147;7;0;2;28;69;1;0;0;0;0;0;0
14;1003214;Форма банка (без печати работодателя);Покупка автомобиля;1;0.32;мужской;0;0;высшее;специалист;>250;0;21;26;Информационные технологии;ЗАО;холост / не замужем;0;0;0;0;0;0.14;0;1;0;0;0.6;3;2;43;5;1;0;4;18;1;0;0;0;0;0;0
14;1003234;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.16;женский;0;0;высшее;специалист;>250;1;67;29;Другое;ЗАО;холост / не замужем;0;0;0;0;0;0.0909090909;0;0;0;0;0.25;1;3;80;4;0;3;5;43;1;0;0;0;0;0;0
14;1003254;2НДФЛ;Покупка автомобиля;1;0.43;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;3;71;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003274;2НДФЛ;Ремонт;0;0.1;женский;0;0;высшее;специалист;>250;3;26;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003294;Поступление зарплаты на счет;Обучение;0;0.34;женский;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003314;2НДФЛ;Обучение;0;;женский;1;0;высшее;другое;;1;39;27;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003334;2НДФЛ;Ремонт;0;0.22;мужской;2;0;среднее-специальное;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003354;Форма банка (без печати работодателя);Покупка автомобиля;1;0.12;женский;2;0;среднее-специальное;вспомогательный персонал;< 50;0;37;33;Торговля;ООО;разведен / разведена;0;0;0;0;0;0.5656565657;0;0;0;0;0.4;2;3;43;5;2;0;19;70;1;1;1;1;1;0;0
14;1003374;Поступление зарплаты на счет;Покупка автомобиля;1;0.57;мужской;1;0;высшее;рабочий;>250;0;6;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003394;2НДФЛ;Покупка автомобиля;1;0.34;женский;1;0;высшее;специалист;< 50;0;37;44;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003414;Форма банка (без печати работодателя);Отпуск;0;0.48;женский;0;0;среднее-специальное;специалист;< 50;0;29;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003434;Поступление зарплаты на счет;Другое;1;0.26;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;26;28;Информационные технологии;ООО;женат / замужем;1;1;0;0;0;0.0592592593;0;1;0;0;0.75;6;2;127;8;2;0;5;32;1;0;0;0;0;0;0
14;1003454;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.25;женский;2;0;среднее;специалист;>250;0;19;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003474;2НДФЛ;Ремонт;1;0.59;женский;1;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003494;2НДФЛ;Ремонт;1;0.5;мужской;0;0;высшее;вспомогательный персонал;< 50;1;93;48;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;1003514;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;рабочий;>250;0;37;40;Торговля;ООО;повторный брак;3;2;1;1;0;0;0;1;1;0;1;2;0;27;2;1;0;2;25;0;0;0;0;0;0;0
14;1003534;Форма банка (без печати работодателя);Лечение;1;0.59;женский;0;0;высшее;вспомогательный персонал;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
